ID,Workclass,Education,Education num,Marital status,Occupation,Relationship,Race,Sex,Age,Work hours per week,Native country,Income
256,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,20,New Zealand,<=85K
257,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,31,40,New Zealand,<=85K
258,Government,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,38,40,New Zealand,<=85K
259,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30,40,New Zealand,<=85K
260,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,40,New Zealand,<=85K
261,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,31,57,New Zealand,<=85K
262,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,38,New Zealand,<=85K
263,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,54,40,New Zealand,<=85K
264,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,44,New Zealand,<=85K
265,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39,40,New Zealand,<=85K
266,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,29,40,New Zealand,<=85K
267,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,40,New Zealand,<=85K
268,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,34,55,New Zealand,<=85K
269,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,40,Poland,<=85K
270,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,39,40,New Zealand,<=85K
271,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,61,20,New Zealand,<=85K
272,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,43,40,New Zealand,<=85K
273,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,40,New Zealand,<=85K
274,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,46,50,New Zealand,<=85K
275,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,40,New Zealand,<=85K
276,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,48,New Zealand,<=85K
277,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,34,10,New Zealand,<=85K
278,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,29,40,New Zealand,<=85K
279,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,32,30,New Zealand,<=85K
280,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,60,34,New Zealand,<=85K
281,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,49,40,New Zealand,<=85K
282,Government,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,53,45,New Zealand,<=85K
283,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,56,40,New Zealand,<=85K
284,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,48,40,New Zealand,<=85K
285,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,40,Iran,<=85K
286,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,40,New Zealand,<=85K
287,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,42,New Zealand,<=85K
288,Government,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,28,40,England,<=85K
289,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,26,40,New Zealand,<=85K
290,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,59,50,New Zealand,<=85K
291,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,30,New Zealand,<=85K
292,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,26,40,New Zealand,<=85K
293,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,41,60,New Zealand,<=85K
294,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,36,40,New Zealand,<=85K
295,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,55,New Zealand,<=85K
296,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,40,New Zealand,<=85K
297,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,36,40,New Zealand,<=85K
298,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,40,New Zealand,<=85K
299,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,53,40,New Zealand,<=85K
300,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,51,45,New Zealand,<=85K
301,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,47,45,New Zealand,<=85K
302,?,HS-grad,9,Never-married,?,Unmarried,White,Male,19,40,New Zealand,<=85K
303,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,30,42,New Zealand,<=85K
304,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,20,40,New Zealand,<=85K
305,Government,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,42,60,New Zealand,<=85K
306,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,31,40,New Zealand,<=85K
307,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,33,40,New Zealand,<=85K
308,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,25,30,New Zealand,<=85K
309,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,20,40,New Zealand,<=85K
310,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,23,40,New Zealand,<=85K
311,?,HS-grad,9,Separated,?,Not-in-family,Black,Female,55,40,New Zealand,<=85K
312,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,41,50,New Zealand,<=85K
313,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,54,35,New Zealand,<=85K
314,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,25,50,New Zealand,<=85K
315,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,19,40,New Zealand,<=85K
316,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,24,37,New Zealand,<=85K
317,Government,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,56,65,New Zealand,<=85K
318,Government,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,21,40,New Zealand,<=85K
319,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,34,40,New Zealand,<=85K
320,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,19,40,New Zealand,<=85K
321,?,Some-college,10,Never-married,?,Not-in-family,White,Male,21,45,New Zealand,<=85K
322,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,48,40,New Zealand,<=85K
323,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,34,40,New Zealand,<=85K
324,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,31,40,New Zealand,<=85K
325,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,36,40,New Zealand,<=85K
326,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,27,40,New Zealand,<=85K
327,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,27,40,Philippines,<=85K
328,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,35,65,New Zealand,<=85K
329,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,31,60,New Zealand,<=85K
330,Government,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,27,40,New Zealand,<=85K
331,Government,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,28,40,New Zealand,<=85K
332,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,42,46,New Zealand,<=85K
333,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,44,45,England,<=85K
334,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,41,56,New Zealand,<=85K
335,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,28,35,New Zealand,<=85K
336,Government,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,41,40,New Zealand,<=85K
337,Private,10th,6,Widowed,Other-service,Not-in-family,Black,Female,35,40,New Zealand,<=85K
338,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,58,45,New Zealand,<=85K
339,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,48,New Zealand,<=85K
340,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,31,60,New Zealand,<=85K
341,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,30,40,New Zealand,<=85K
342,Private,Some-college,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,32,40,New Zealand,<=85K
343,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,25,40,New Zealand,<=85K
344,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,34,40,New Zealand,<=85K
345,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,56,40,New Zealand,<=85K
346,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,45,40,New Zealand,<=85K
347,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,50,40,New Zealand,<=85K
348,Private,10th,6,Never-married,Sales,Other-relative,White,Male,27,40,New Zealand,<=85K
349,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,51,40,New Zealand,>85K
350,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,60,New Zealand,>85K
351,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,65,New Zealand,>85K
352,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,45,New Zealand,>85K
353,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,37,40,New Zealand,>85K
354,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,45,New Zealand,>85K
355,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,80,New Zealand,>85K
356,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,29,25,New Zealand,>85K
357,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,40,New Zealand,>85K
358,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,46,40,New Zealand,>85K
359,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,45,New Zealand,>85K
360,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,40,New Zealand,>85K
361,Government,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,50,New Zealand,>85K
362,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,55,New Zealand,>85K
363,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,60,New Zealand,>85K
364,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,60,New Zealand,>85K
365,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,58,50,New Zealand,>85K
366,Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,48,40,New Zealand,>85K
367,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,48,New Zealand,>85K
368,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,50,New Zealand,>85K
369,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,51,40,New Zealand,>85K
370,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,32,40,New Zealand,>85K
371,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,50,New Zealand,>85K
372,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,56,44,New Zealand,>85K
373,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,60,New Zealand,>85K
374,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,45,50,New Zealand,>85K
375,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,49,40,New Zealand,>85K
376,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,40,New Zealand,>85K
377,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,40,New Zealand,>85K
378,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,30,40,China,>85K
379,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,50,New Zealand,>85K
380,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,40,New Zealand,>85K
381,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,45,New Zealand,>85K
382,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,50,New Zealand,>85K
383,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,70,New Zealand,>85K
384,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,40,New Zealand,>85K
385,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,45,New Zealand,>85K
386,Government,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,58,50,New Zealand,>85K
387,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,62,60,New Zealand,>85K
388,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,40,New Zealand,>85K
389,Government,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,57,40,New Zealand,>85K
390,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,60,New Zealand,>85K
391,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,63,32,China,>85K
392,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,50,New Zealand,>85K
393,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,50,New Zealand,>85K
394,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,60,New Zealand,>85K
395,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,50,New Zealand,>85K
396,Government,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,70,New Zealand,>85K
397,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,41,60,New Zealand,>85K
398,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,60,New Zealand,>85K
399,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,47,40,New Zealand,>85K
400,Government,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,39,60,New Zealand,>85K
401,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,40,New Zealand,>85K
402,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,45,New Zealand,>85K
403,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,40,New Zealand,>85K
404,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,41,New Zealand,>85K
405,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,45,New Zealand,>85K
406,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,60,New Zealand,>85K
407,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,40,New Zealand,>85K
408,Private,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,51,40,New Zealand,>85K
409,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,55,20,New Zealand,>85K
410,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,38,99,New Zealand,>85K
411,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,50,New Zealand,>85K
412,Government,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,60,40,New Zealand,>85K
413,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,50,Germany,>85K
414,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,47,50,New Zealand,>85K
415,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,46,40,New Zealand,>85K
416,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,45,New Zealand,>85K
417,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,59,50,New Zealand,>85K
418,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,57,45,New Zealand,>85K
419,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,50,New Zealand,>85K
420,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,40,New Zealand,>85K
421,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,40,New Zealand,>85K
422,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,30,New Zealand,>85K
423,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,37,40,New Zealand,>85K
424,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,45,New Zealand,>85K
425,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,44,50,New Zealand,>85K
426,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,50,New Zealand,>85K
427,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,52,New Zealand,>85K
428,Government,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,40,New Zealand,>85K
429,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,40,New Zealand,>85K
430,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,60,?,>85K
431,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,40,New Zealand,>85K
432,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,60,New Zealand,>85K
433,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,27,50,New Zealand,>85K
434,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,36,35,New Zealand,>85K
435,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,55,New Zealand,>85K
436,Government,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,35,New Zealand,>85K
437,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,28,24,New Zealand,>85K
438,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,47,40,New Zealand,>85K
439,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,60,New Zealand,>85K
440,Government,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,35,New Zealand,>85K
441,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,50,New Zealand,>85K
442,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,40,New Zealand,>85K
443,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,40,New Zealand,>85K
444,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,98,New Zealand,>85K
